	Source	Target	Via	Weight	Type
1302	#per24	#per14	prayer	17	Directed
1114	#org294	#org39	oral	16	Directed
1282	#org106	#org100	oral	16	Directed
264	#per26	#per500	oral	16	Directed
16	#per14	#per47	oral	16	Directed
1471	#per15	#org151	idea	16	Directed
723	#per14	#org0	soCalled	16	Directed
1496	#per15	#per1158	oral	16	Directed
107	#per4	#per132	oral	16	Directed
1561	#per14	#org82	oral	16	Directed
1563	#per15	#org126	oral	16	Directed
1864	#per19	#org0	written	15	Directed
1169	#per1067	#per14	prayer	15	Directed
251	#per585	#per26	oral	15	Directed
1221	#per845	#org0	oral	15	Directed
996	#per1563	#org8	oral	15	Directed
393	#per503	#org25	oral	15	Directed
597	#per522	#org70	oral	15	Directed
206	#org0	#org0	idea	15	Directed
773	#per789	#per35	oral	15	Directed
894	#per14	#per1545	oral	15	Directed
18	#per14	#per144	oral	15	Directed
1629	#per859	#org12	idea	15	Directed
421	#per14	#per991	oral	15	Directed
635	#per522	#per35	oral	15	Directed
1551	#per15	#per1072	oral	15	Directed
1679	#per961	#per46	oral	15	Directed
339	#per26	#org40	oral	15	Directed
1583	#per17	#per859	oral	15	Directed
1160	#per1088	#per1053	written	15	Directed
459	#org190	#org244	oral	14	Directed
538	#per462	#per93	oral	14	Directed
174	#per104	#per133	oral	14	Directed
2063	#per21	#org37	oral	14	Directed
2128	#per563	#per564	oral	14	Directed
1942	#org13	#per1	oral	14	Directed
32	#per2	#per14	oral	14	Directed
445	#per1032	#org239	oral	14	Directed
584	#per522	#per481	oral	13	Directed
1926	#per18	#org0	spoken	13	Directed
2	#per14	#per14	oral	13	Directed
286	#org70	#org70	soCalled	13	Directed
461	#per691	#org244	oral	13	Directed
1360	#per19	#org151	oral	13	Directed
162	#per0	#org0	oral	13	Directed
1803	#per0	#per1	oral	13	Directed
1580	#per859	#org70	oral	13	Directed
123	#per14	#per4	oral	13	Directed
1370	#per14	#org53	oral	13	Directed
1631	#per14	#pla125	oral	13	Directed
1440	#per15	#per14	oral	13	Directed
1743	#per44	#org4	oral	13	Directed
1655	#per861	#per46	oral	13	Directed
1630	#per859	#pla125	idea	13	Directed
1445	#per15	#org70	oral	12	Directed
1283	#org106	#org0	oral	12	Directed
1918	#per960	#org0	oath	12	Directed
337	#org40	#per26	oral	12	Directed
2123	#per504	#per558	oral	12	Directed
1269	#per35	#org100	oral	12	Directed
1267	#per35	#org18	oral	12	Directed
1259	#per14	#per1	oral	12	Directed
2164	#per25	#org33	written	12	Directed
297	#org25	#org25	oral	12	Directed
1238	#org19	#org0	oral	12	Directed
1387	#per19	#org122	oral	12	Directed
1855	#per50	#org13	oral	12	Directed
737	#per14	#per725	oral	12	Directed
98	#per3	#per4	oral	12	Directed
738	#per725	#per35	idea	12	Directed
242	#org70	#org0	soCalled	12	Directed
235	#per583	#per26	oral	12	Directed
488	#org53	#org53	oral	11	Directed
95	#per136	#per4	oral	11	Directed
1344	#per69	#org172	oral	11	Directed
1	#per14	#per145	oral	11	Directed
1498	#per14	#per1158	oral	11	Directed
80	#per4	#per131	oral	11	Directed
531	#per463	#per93	oral	11	Directed
1007	#per1563	#per1693	oral	11	Directed
2088	#per504	#org24	oral	11	Directed
1407	#per1440	#org0	written	11	Directed
320	#per638	#per639	oral	11	Directed
710	#per35	#org0	song	11	Directed
2003	#per35	#org0	written	11	Directed
1154	#per1330	#per577	written	11	Directed
1712	#per36	#per14	prayer	11	Directed
1182	#per1067	#org25	oral	11	Directed
366	#org57	#per503	oral	11	Directed
2059	#per21	#per512	oral	11	Directed
400	#per14	#org22	oral	11	Directed
916	#per1573	#per1583	oral	11	Directed
1285	#per14	#org18	oral	11	Directed
1857	#org13	#per50	oral	11	Directed
1829	#org12	#org12	oral	11	Directed
59	#per2	#org83	oral	11	Directed
919	#per14	#per1587	oral	11	Directed
644	#per35	#org144	oral	11	Directed
267	#per26	#per14	prayer	11	Directed
1465	#per15	#org143	oral	10	Directed
1464	#per15	#org143	idea	10	Directed
1164	#per1053	#per14	prayer	10	Directed
556	#org4	#per654	oral	10	Directed
557	#per14	#per654	oral	10	Directed
17	#per14	#per14	thought	10	Directed
788	#per35	#per768	oral	10	Directed
741	#per35	#per719	oral	10	Directed
2165	#per25	#org34	written	10	Directed
626	#org144	#per522	oral	10	Directed
2094	#per504	#org118	oral	10	Directed
603	#per659	#org144	oral	10	Directed
954	#org8	#per642	oral	10	Directed
551	#per652	#per14	song	10	Directed
995	#org8	#per1563	oral	10	Directed
1668	#per46	#per968	oral	10	Directed
747	#org144	#per35	oral	10	Directed
795	#per721	#per715	oral	10	Directed
1426	#org70	#per14	soCalled	10	Directed
111	#per4	#per16	oral	10	Directed
1914	#per11	#per959	song	10	Directed
1258	#per14	#org100	oral	10	Directed
1748	#org4	#per44	idea	10	Directed
1947	#per18	#org27	oral	10	Directed
1604	#per859	#org82	idea	10	Directed
272	#per26	#org0	written	10	Directed
1853	#per50	#per1	oral	10	Directed
93	#per3	#per131	oral	10	Directed
179	#org88	#per4	oral	10	Directed
1844	#per1	#per34	oral	10	Directed
1728	#per644	#per14	prayer	10	Directed
1832	#org7	#per1	oral	10	Directed
1818	#org3	#org3	oral	10	Directed
446	#thin0	#thin0	oral	10	Directed
1517	#per15	#per1134	oral	9	Directed
1281	#org106	#per14	oral	9	Directed
417	#org8	#org70	oral	9	Directed
343	#per503	#org24	oral	9	Directed
863	#per35	#per39	oral	9	Directed
1754	#per14	#org44	oral	9	Directed
933	#per13	#org70	oral	9	Directed
2167	#per25	#org36	written	9	Directed
893	#per1573	#per1545	oral	9	Directed
1820	#per21	#org0	oral	9	Directed
642	#per522	#org144	oral	9	Directed
1209	#per969	#per1727	oral	9	Directed
72	#per136	#org83	oral	9	Directed
1375	#per19	#per1598	oral	9	Directed
1345	#per14	#org172	oral	9	Directed
2082	#per23	#org37	oral	9	Directed
357	#per503	#org70	idea	9	Directed
301	#per26	#per593	oral	9	Directed
1409	#per14	#org103	oral	9	Directed
1469	#per15	#org0	idea	8	Directed
385	#org40	#org25	oral	8	Directed
688	#per35	#per664	oral	8	Directed
1384	#per14	#pla883	oral	8	Directed
1479	#per14	#org151	oral	8	Directed
62	#org4	#per14	oral	8	Directed
707	#per734	#per35	oral	8	Directed
698	#per709	#per522	oral	8	Directed
861	#per39	#org0	oral	8	Directed
395	#org70	#per14	oral	8	Directed
1315	#per35	#org70	idea	8	Directed
1383	#per19	#pla883	oral	8	Directed
1381	#org39	#per14	prayer	8	Directed
2138	#per504	#org25	oral	8	Directed
928	#per1590	#per13	oral	8	Directed
908	#org8	#org0	oral	8	Directed
430	#org24	#org0	oral	8	Directed
2053	#org4	#per512	oral	8	Directed
1686	#per14	#org93	oral	8	Directed
683	#per657	#per35	oral	8	Directed
1427	#org70	#org16	oral	8	Directed
34	#org4	#per143	oral	8	Directed
2002	#per21	#org18	oral	8	Directed
2083	#org110	#org37	written	8	Directed
575	#org70	#per481	oral	8	Directed
1650	#org64	#per861	oral	8	Directed
1106	#org294	#per1635	oral	8	Directed
1097	#per1563	#per1713	oral	8	Directed
145	#org88	#org88	oral	8	Directed
1911	#per961	#per11	oral	8	Directed
1515	#per1158	#per15	oral	8	Directed
1833	#per1	#org7	oral	8	Directed
921	#per13	#per642	oral	8	Directed
978	#per1516	#per642	oral	8	Directed
1388	#org294	#per1601	oral	8	Directed
1750	#per14	#per575	oral	8	Directed
496	#per1006	#per990	oral	8	Directed
532	#per93	#per463	oral	7	Directed
2135	#per504	#per566	oral	7	Directed
653	#per35	#per659	oral	7	Directed
1499	#per15	#org12	oral	7	Directed
573	#org142	#org53	oral	7	Directed
1494	#org195	#org100	idea	7	Directed
481	#per990	#org53	oral	7	Directed
1493	#per15	#org195	oral	7	Directed
1474	#per14	#per1130	oral	7	Directed
2159	#per25	#org30	written	7	Directed
1069	#per1587	#org24	oral	7	Directed
694	#per663	#per35	oral	7	Directed
1948	#org13	#org15	oral	7	Directed
1156	#org13	#per1330	oral	7	Directed
1159	#per577	#per1330	written	7	Directed
1210	#per1727	#per969	oral	7	Directed
1421	#per14	#per973	oral	7	Directed
1222	#per20	#per14	oral	7	Directed
2046	#per504	#per1	oral	7	Directed
1949	#org15	#org13	oral	7	Directed
1402	#per1440	#per14	prayer	7	Directed
1119	#per71	#per19	oral	7	Directed
1394	#per1600	#org39	oral	7	Directed
1274	#org101	#org101	soCalled	7	Directed
1390	#per1600	#per1440	oral	7	Directed
1389	#per1601	#per1440	idea	7	Directed
1827	#org12	#per1	oral	7	Directed
1795	#org6	#per1	oral	7	Directed
1792	#org5	#per1	oral	7	Directed
1133	#org8	#org39	oral	7	Directed
1115	#per1630	#org39	oral	7	Directed
2122	#per561	#per558	oral	7	Directed
774	#per35	#per789	oral	7	Directed
706	#per35	#per734	oral	7	Directed
1646	#org4	#per859	oral	7	Directed
724	#per714	#per35	oral	7	Directed
1472	#per14	#org151	idea	7	Directed
740	#org0	#per14	prayer	7	Directed
742	#per719	#per35	oral	7	Directed
748	#per779	#per35	oral	7	Directed
880	#org21	#per39	oral	7	Directed
1435	#per473	#org172	oral	7	Directed
1456	#org39	#org0	soCalled	7	Directed
2108	#per17	#org0	oral	7	Directed
943	#per13	#per1563	oral	7	Directed
955	#per14	#per642	oral	7	Directed
1067	#org8	#per1587	oral	7	Directed
1107	#per1635	#per71	idea	7	Directed
1108	#per1630	#per71	oral	7	Directed
1957	#org13	#org0	oral	7	Directed
2185	#org4	#org0	prayer	7	Directed
70	#org83	#per14	prayer	7	Directed
351	#per923	#org190	oral	7	Directed
373	#per708	#per503	oral	7	Directed
54	#per138	#per2	oral	7	Directed
182	#per5	#per4	oral	7	Directed
79	#per131	#per4	oral	7	Directed
94	#per131	#per3	oral	7	Directed
305	#per14	#org46	oral	7	Directed
304	#per26	#org46	idea	7	Directed
71	#org83	#per136	oral	7	Directed
11	#per14	#per142	oral	7	Directed
345	#per503	#org40	oral	7	Directed
44	#org4	#per137	oral	7	Directed
325	#per639	#org70	oral	7	Directed
310	#org70	#org0	song	6	Directed
888	#per39	#org70	oral	6	Directed
1967	#per108	#per1	oral	6	Directed
74	#per132	#org83	oral	6	Directed
2109	#org110	#per504	oral	6	Directed
875	#per39	#per731	oral	6	Directed
1802	#per1	#org27	oral	6	Directed
1223	#org165	#per845	oral	6	Directed
1954	#org13	#org13	oral	6	Directed
858	#per1546	#per739	oral	6	Directed
812	#org24	#org24	oral	6	Directed
1787	#org15	#per1	oral	6	Directed
548	#per652	#per654	oral	6	Directed
1150	#per1125	#per1088	written	6	Directed
1172	#per1067	#org70	oral	6	Directed
315	#per14	#per639	oral	6	Directed
1928	#per18	#org2	spoken	6	Directed
1886	#per1	#org70	oral	6	Directed
923	#per13	#per1526	oral	6	Directed
52	#per2	#per138	oral	6	Directed
521	#org70	#org50	oral	6	Directed
1863	#org12	#org24	oral	6	Directed
1953	#per1	#per22	oral	6	Directed
1861	#org4	#per58	oral	6	Directed
1854	#per1	#per50	oral	6	Directed
1851	#per0	#per21	oral	6	Directed
1847	#per48	#per1	oral	6	Directed
1126	#per71	#per14	prayer	6	Directed
1138	#per1660	#per1636	oral	6	Directed
1139	#per14	#per1636	oral	6	Directed
592	#per14	#per522	oral	6	Directed
2007	#per14	#per480	oral	6	Directed
1151	#per1088	#per1125	written	6	Directed
942	#per1563	#per13	oral	6	Directed
1778	#per18	#org2	oral	6	Directed
276	#per500	#per26	oral	6	Directed
1670	#org100	#per577	oral	6	Directed
725	#per35	#per714	oral	6	Directed
1502	#per15	#per1068	oral	6	Directed
693	#per35	#per663	oral	6	Directed
2060	#per512	#per21	oral	6	Directed
1521	#org271	#per15	oral	6	Directed
394	#org70	#per503	oral	6	Directed
662	#per35	#per703	oral	6	Directed
24	#per2	#per134	oral	6	Directed
1560	#per15	#org82	oral	6	Directed
168	#per104	#per195	oral	6	Directed
615	#per659	#per522	oral	6	Directed
614	#per522	#per659	oral	6	Directed
1567	#per15	#pla442	oral	6	Directed
1568	#per14	#pla442	oral	6	Directed
602	#per522	#per522	thought	6	Directed
2105	#org123	#org0	oral	6	Directed
1597	#org14	#org0	oral	6	Directed
185	#org88	#per189	oral	6	Directed
2171	#org52	#per25	oral	6	Directed
2020	#per21	#per48	oral	6	Directed
560	#per654	#per481	oral	6	Directed
1303	#org0	#per14	oral	6	Directed
1397	#per1440	#per19	oral	6	Directed
2126	#per504	#per563	oral	6	Directed
265	#per500	#org70	idea	6	Directed
1756	#per44	#org70	oral	6	Directed
2022	#org3	#per14	prayer	6	Directed
1355	#per19	#per70	idea	6	Directed
744	#per718	#per35	oral	6	Directed
755	#org14	#per35	oral	6	Directed
1340	#per39	#per39	thought	6	Directed
352	#org190	#per923	oral	5	Directed
832	#org122	#per714	oral	5	Directed
735	#per35	#per725	oral	5	Directed
38	#org4	#per2	oral	5	Directed
925	#per13	#per14	prayer	5	Directed
37	#per2	#org4	oral	5	Directed
2015	#per21	#per112	oral	5	Directed
917	#per1583	#per1545	idea	5	Directed
2098	#per504	#org37	oral	5	Directed
2029	#per486	#org29	oral	5	Directed
2081	#per21	#org2	oral	5	Directed
733	#org0	#per35	oral	5	Directed
866	#per739	#per779	oral	5	Directed
697	#per522	#per709	oral	5	Directed
384	#org70	#org40	oral	5	Directed
383	#org25	#org40	oral	5	Directed
2047	#per1	#per507	oral	5	Directed
2006	#per480	#org0	written	5	Directed
732	#per35	#org0	prayer	5	Directed
941	#org4	#per13	oral	5	Directed
1093	#per1668	#org24	oral	5	Directed
947	#per1585	#per642	oral	5	Directed
1643	#per859	#ani0	idea	5	Directed
1352	#per19	#per14	oral	5	Directed
110	#per16	#per4	oral	5	Directed
1706	#per14	#per36	oral	5	Directed
126	#org4	#per4	oral	5	Directed
1450	#org39	#org39	oral	5	Directed
130	#per4	#org0	oral	5	Directed
1490	#per15	#org25	oral	5	Directed
184	#per104	#per189	oral	5	Directed
183	#per4	#per5	oral	5	Directed
1644	#per14	#ani0	oral	5	Directed
1510	#per14	#per1059	oral	5	Directed
245	#org65	#org65	oral	5	Directed
172	#per195	#per133	oral	5	Directed
1524	#org25	#per1134	oral	5	Directed
144	#per104	#per4	oral	5	Directed
147	#per109	#org88	oral	5	Directed
1619	#per14	#pla23	oral	5	Directed
1618	#per859	#pla23	idea	5	Directed
1565	#per15	#org275	oral	5	Directed
1566	#per14	#org275	oral	5	Directed
1570	#per15	#org114	oral	5	Directed
1571	#per14	#org114	oral	5	Directed
244	#per585	#org70	oral	5	Directed
97	#per4	#per3	oral	5	Directed
1939	#per1	#per53	spoken	5	Directed
1804	#org2	#org0	oral	5	Directed
1009	#per14	#per1563	oral	5	Directed
1907	#per961	#per960	oral	5	Directed
1883	#per14	#per21	oral	5	Directed
1080	#per1587	#org144	oral	5	Directed
1086	#per1587	#org70	oral	5	Directed
1862	#per1	#per58	oral	5	Directed
1858	#org24	#per1	oral	5	Directed
1823	#per23	#per1	oral	5	Directed
1199	#per1735	#per969	oral	5	Directed
1203	#per1728	#per969	oral	5	Directed
1798	#org5	#org5	oral	5	Directed
1749	#org4	#per575	oral	5	Directed
1796	#per1	#org6	oral	5	Directed
306	#per26	#per1805	written	5	Directed
1229	#org4	#per851	oral	5	Directed
81	#per14	#per3	oral	5	Directed
83	#per138	#per3	oral	5	Directed
1786	#per1	#per14	idea	5	Directed
1777	#per18	#org0	oral	5	Directed
1266	#per35	#per0	oral	5	Directed
1313	#per473	#org12	oral	5	Directed
1317	#org70	#org0	idea	5	Directed
1836	#per1	#org18	idea	5	Directed
1015	#per1700	#per1563	oral	5	Directed
2177	#org4	#per14	prayer	5	Directed
2120	#per559	#per558	written	5	Directed
508	#org91	#org91	oral	5	Directed
476	#org4	#per994	oral	5	Directed
524	#per14	#org70	prayer	5	Directed
497	#per990	#per1006	oral	5	Directed
2163	#per25	#org32	written	5	Directed
528	#per463	#per464	oral	5	Directed
771	#per783	#per35	oral	4	Directed
1425	#org133	#org0	soCalled	4	Directed
2028	#org3	#org29	oral	4	Directed
767	#per715	#per35	oral	4	Directed
958	#org144	#per1585	oral	4	Directed
413	#per690	#per14	song	4	Directed
559	#per481	#per654	oral	4	Directed
1927	#org2	#per18	spoken	4	Directed
201	#org65	#per104	oral	4	Directed
1680	#per46	#org4	oral	4	Directed
1922	#per963	#per14	prayer	4	Directed
1045	#per1693	#org144	oral	4	Directed
790	#per35	#per721	oral	4	Directed
793	#per731	#per35	oral	4	Directed
1697	#per1497	#per14	oral	4	Directed
798	#per717	#per715	oral	4	Directed
1406	#per14	#per1440	idea	4	Directed
1405	#per19	#per1440	idea	4	Directed
956	#per642	#org8	oral	4	Directed
1401	#org190	#per1440	idea	4	Directed
535	#per462	#org96	oral	4	Directed
2036	#org8	#org0	written	4	Directed
2034	#per14	#org5	oral	4	Directed
1171	#per1067	#per1088	oral	4	Directed
2175	#org51	#per25	oral	4	Directed
1645	#per859	#org0	idea	4	Directed
387	#org40	#org40	oral	4	Directed
1158	#org262	#org0	written	4	Directed
699	#org140	#per663	oral	4	Directed
1782	#per1	#per20	oral	4	Directed
1068	#org24	#per1587	oral	4	Directed
187	#per104	#org94	oral	4	Directed
1651	#per861	#org64	oral	4	Directed
335	#per604	#org24	oral	4	Directed
133	#per4	#org4	oral	4	Directed
132	#per4	#per14	prayer	4	Directed
2044	#org119	#per28	oral	4	Directed
193	#per104	#org88	idea	4	Directed
2040	#per21	#per505	oral	4	Directed
743	#per35	#per718	oral	4	Directed
371	#org25	#org70	oral	4	Directed
1667	#per968	#per46	oral	4	Directed
1400	#per1440	#org190	oral	4	Directed
803	#per790	#per35	oral	4	Directed
1707	#org98	#per36	oral	4	Directed
1702	#per1497	#per1498	oral	4	Directed
991	#org24	#per13	oral	4	Directed
473	#per1040	#per994	oral	4	Directed
362	#per503	#per14	prayer	4	Directed
879	#per39	#per14	oral	4	Directed
881	#org21	#org21	oral	4	Directed
1211	#per969	#org262	oral	4	Directed
884	#per39	#per750	written	4	Directed
1753	#per44	#per575	idea	4	Directed
1011	#per1698	#per1699	oral	4	Directed
1968	#per1	#per108	oral	4	Directed
890	#per1582	#per39	oral	4	Directed
1913	#per959	#per11	oral	4	Directed
287	#org12	#org122	idea	4	Directed
1762	#per14	#org18	idea	4	Directed
1772	#org4	#per12	dream	4	Directed
540	#per462	#per467	oral	4	Directed
281	#per26	#org0	oral	4	Directed
997	#per1563	#per14	prayer	4	Directed
929	#per13	#per1590	oral	4	Directed
283	#per26	#per604	oral	4	Directed
932	#per642	#per13	oral	4	Directed
43	#per137	#org4	oral	4	Directed
472	#org4	#per1040	oral	4	Directed
946	#org144	#per642	oral	4	Directed
871	#per39	#per771	oral	4	Directed
848	#per725	#per779	oral	4	Directed
388	#org41	#org41	oral	4	Directed
1385	#org70	#org8	oral	4	Directed
2004	#org22	#org22	oral	4	Directed
1189	#org8	#org0	soCalled	4	Directed
824	#per727	#per35	oral	4	Directed
833	#per714	#org122	oral	4	Directed
2149	#org37	#per1	prayer	4	Directed
844	#per728	#per35	oral	4	Directed
5	#per14	#per241	oral	4	Directed
243	#org65	#org70	oral	4	Directed
1745	#per44	#org0	idea	4	Directed
850	#per35	#per779	oath	4	Directed
950	#per642	#org144	oral	4	Directed
1906	#per958	#per476	oral	4	Directed
247	#org70	#per500	oral	4	Directed
1341	#org0	#org0	thought	4	Directed
1204	#per969	#per1728	oral	4	Directed
419	#per991	#org4	oral	4	Directed
1741	#per44	#org70	idea	4	Directed
865	#per779	#per739	oral	4	Directed
985	#per1560	#org144	oral	4	Directed
1442	#org12	#org0	oral	4	Directed
687	#per664	#per35	oral	4	Directed
151	#per5	#per6	oral	4	Directed
1123	#org298	#org294	oral	4	Directed
672	#org147	#per35	oral	4	Directed
405	#per996	#per690	oral	4	Directed
671	#per35	#per706	oral	4	Directed
1607	#per859	#org81	idea	4	Directed
1124	#org298	#per71	idea	4	Directed
2115	#wor1	#org0	written	4	Directed
137	#org88	#per139	oral	4	Directed
610	#org70	#per522	oral	4	Directed
1871	#org15	#org0	oral	4	Directed
1518	#per15	#per1158	idea	4	Directed
1848	#per1	#per48	oral	4	Directed
1846	#per1	#org0	soCalled	4	Directed
1131	#per19	#org144	oral	4	Directed
1134	#per74	#per1436	written	4	Directed
