	Source	Target	Via	Weight	Type
91	#per227	#per227	oral	1	Directed
125	#per4	#org4	dream	1	Directed
49	#per2	#org0	oral	1	Directed
122	#org89	#per4	oral	1	Directed
101	#per131	#per131	thought	1	Directed
120	#per16	#per14	oral	1	Directed
119	#per16	#per14	prayer	1	Directed
118	#per135	#per14	oral	1	Directed
117	#per135	#per4	oral	1	Directed
116	#per135	#per16	oral	1	Directed
114	#per35	#org0	vow	1	Directed
86	#per138	#org53	oral	1	Directed
85	#per3	#per3	oral	1	Directed
78	#per14	#per136	oral	1	Directed
139	#per4	#per124	oral	1	Directed
53	#per134	#per138	oral	1	Directed
163	#per0	#per7	oral	1	Directed
162	#per0	#org0	oral	1	Directed
56	#per134	#org0	idea	1	Directed
57	#per138	#per134	oral	1	Directed
158	#per5	#per245	oral	1	Directed
157	#per245	#per5	oral	1	Directed
155	#per245	#org0	oral	1	Directed
153	#org0	#per6	oral	1	Directed
152	#per5	#per5	thought	1	Directed
150	#per5	#per193	oral	1	Directed
149	#org88	#per4	written	1	Directed
66	#org84	#per2	oral	1	Directed
146	#org88	#org0	idea	1	Directed
68	#per2	#per149	oral	1	Directed
77	#per136	#per136	thought	1	Directed
140	#per124	#per4	oral	1	Directed
210	#per4	#per104	soCalled	1	Directed
