	Source	Target	Via	Weight	Type
141	#per642	#org24	oral	2	Directed
138	#per642	#per66	written	2	Directed
39	#per731	#per39	oral	2	Directed
31	#per39	#per779	oral	2	Directed
45	#per39	#org21	oral	2	Directed
51	#org70	#per14	prayer	2	Directed
133	#per1510	#org25	written	2	Directed
54	#org0	#org0	soCalled	2	Directed
112	#per1585	#per642	written	2	Directed
49	#per750	#per39	written	2	Directed
48	#per750	#per39	oral	2	Directed
46	#per39	#org144	oral	2	Directed
56	#per1522	#per1570	oral	2	Directed
143	#per14	#org0	oral	1	Directed
144	#org144	#per1516	oral	1	Directed
136	#org70	#per1510	oral	1	Directed
155	#org24	#org24	oral	1	Directed
129	#per642	#per1509	oral	1	Directed
116	#per642	#org25	oral	1	Directed
154	#per1516	#org0	oral	1	Directed
134	#org19	#per1509	idea	1	Directed
117	#org25	#per642	oral	1	Directed
128	#org24	#org8	soCalled	1	Directed
151	#per1516	#per1592	oral	1	Directed
119	#org144	#per1585	idea	1	Directed
132	#per642	#per1510	oral	1	Directed
135	#org19	#org70	oral	1	Directed
120	#per642	#per1585	written	1	Directed
125	#org24	#per1585	oral	1	Directed
127	#org156	#org0	oral	1	Directed
142	#per1592	#org0	oral	1	Directed
145	#per1516	#org144	oral	1	Directed
150	#per1592	#per1516	oral	1	Directed
79	#org4	#org8	soCalled	1	Directed
111	#per13	#per1563	oral	1	Directed
53	#per14	#per35	oath	1	Directed
37	#per771	#per39	oral	1	Directed
36	#per771	#per714	oral	1	Directed
35	#per714	#per771	oral	1	Directed
33	#per39	#per706	oral	1	Directed
27	#per35	#per731	oath	1	Directed
24	#per35	#per739	oral	1	Directed
23	#per39	#org0	oral	1	Directed
22	#per739	#per39	oral	1	Directed
20	#per35	#per14	prayer	1	Directed
18	#per659	#per1546	oral	1	Directed
17	#org70	#per39	oral	1	Directed
15	#per768	#org0	idea	1	Directed
13	#per35	#org144	oral	1	Directed
12	#per35	#per725	oral	1	Directed
11	#per706	#per739	oral	1	Directed
10	#per35	#org0	soCalled	1	Directed
8	#org0	#per35	oral	1	Directed
4	#per779	#per35	idea	1	Directed
2	#per4	#per739	soCalled	1	Directed
40	#org0	#per731	oral	1	Directed
57	#per1570	#per1522	oral	1	Directed
110	#per1563	#per13	oral	1	Directed
60	#per1545	#per63	oral	1	Directed
108	#per1510	#per13	written	1	Directed
107	#per1591	#per642	idea	1	Directed
104	#per14	#per4	oral	1	Directed
103	#org14	#per650	prayer	1	Directed
101	#org70	#per13	oral	1	Directed
98	#per1590	#per642	oral	1	Directed
97	#per1590	#per642	idea	1	Directed
94	#per642	#per1590	oral	1	Directed
89	#per14	#per14	oral	1	Directed
86	#org0	#org70	oral	1	Directed
84	#per65	#per1585	written	1	Directed
81	#per14	#per1573	oral	1	Directed
75	#per1545	#org24	oral	1	Directed
72	#per1545	#org70	oral	1	Directed
70	#per14	#org70	oral	1	Directed
69	#per1555	#per63	idea	1	Directed
64	#per63	#org288	oral	1	Directed
63	#org25	#per63	oral	1	Directed
62	#per63	#org25	oral	1	Directed
157	#per1560	#per66	oral	1	Directed
