	Source	Target	Via	Weight	Type
151	#per664	#per35	oral	2	Directed
167	#per35	#org65	oral	2	Directed
51	#per684	#per522	oral	2	Directed
52	#per522	#per684	oral	2	Directed
53	#per14	#org70	oral	2	Directed
2	#per654	#per652	oral	2	Directed
144	#per707	#org147	oral	2	Directed
118	#per659	#per522	idea	1	Directed
169	#org147	#org147	oral	1	Directed
159	#per35	#org0	oral	1	Directed
119	#per522	#per659	soCalled	1	Directed
120	#per659	#per35	oath	1	Directed
166	#org0	#org0	song	1	Directed
165	#per663	#org140	oral	1	Directed
116	#org0	#per522	oral	1	Directed
161	#per663	#per663	oral	1	Directed
160	#org0	#org0	soCalled	1	Directed
156	#per35	#per35	thought	1	Directed
122	#per35	#per659	soCalled	1	Directed
123	#per659	#per659	oath	1	Directed
124	#per35	#per35	oath	1	Directed
142	#per35	#per35	oral	1	Directed
155	#org0	#per35	soCalled	1	Directed
154	#per660	#per35	oral	1	Directed
127	#org131	#per663	oral	1	Directed
129	#per35	#per570	oral	1	Directed
130	#per120	#per35	oral	1	Directed
149	#per35	#per14	prayer	1	Directed
134	#per522	#per704	oral	1	Directed
114	#per35	#per653	soCalled	1	Directed
146	#per657	#org131	oral	1	Directed
115	#per522	#org0	oral	1	Directed
85	#per481	#per95	thought	1	Directed
113	#per653	#per522	oral	1	Directed
61	#org24	#org70	oral	1	Directed
58	#per685	#org70	oral	1	Directed
57	#org70	#per685	oral	1	Directed
56	#org19	#org19	oral	1	Directed
54	#org70	#per14	oral	1	Directed
50	#per523	#org0	oral	1	Directed
49	#org70	#per522	prophecy	1	Directed
48	#per522	#per522	oral	1	Directed
47	#per481	#org131	oral	1	Directed
43	#org131	#org70	oral	1	Directed
39	#per523	#per522	oral	1	Directed
36	#per481	#org0	oath	1	Directed
34	#org70	#per14	prayer	1	Directed
29	#org141	#org141	oral	1	Directed
28	#org140	#org53	oral	1	Directed
26	#per674	#org0	oral	1	Directed
25	#per674	#org0	oath	1	Directed
24	#org22	#per674	oral	1	Directed
23	#per654	#org50	oral	1	Directed
21	#per654	#org70	oral	1	Directed
19	#org25	#org70	oral	1	Directed
17	#per481	#per14	idea	1	Directed
9	#per654	#per665	prayer	1	Directed
8	#org70	#org12	oral	1	Directed
5	#per652	#per665	oral	1	Directed
4	#per652	#per14	oath	1	Directed
59	#org25	#per685	oral	1	Directed
62	#org70	#org24	oral	1	Directed
112	#per522	#per653	oral	1	Directed
63	#org24	#org70	idea	1	Directed
111	#per653	#org144	oral	1	Directed
110	#per653	#per35	oral	1	Directed
108	#per35	#org144	oral	1	Directed
105	#org122	#org70	song	1	Directed
104	#per660	#per522	oral	1	Directed
100	#per552	#per35	oral	1	Directed
97	#per35	#per658	oral	1	Directed
96	#per658	#per35	oral	1	Directed
95	#org70	#per35	oral	1	Directed
94	#per35	#org70	oral	1	Directed
89	#per95	#per481	oral	1	Directed
88	#per481	#org109	oral	1	Directed
86	#per481	#per700	oral	1	Directed
1	#per652	#per14	prayer	1	Directed
84	#per481	#org0	idea	1	Directed
83	#per481	#per661	oral	1	Directed
82	#per661	#per661	oral	1	Directed
81	#org0	#per481	oral	1	Directed
80	#per522	#org72	oral	1	Directed
75	#per692	#per522	oral	1	Directed
72	#org70	#per659	oral	1	Directed
70	#org53	#per659	oral	1	Directed
68	#org144	#per659	oral	1	Directed
65	#org88	#per14	prayer	1	Directed
64	#org70	#org82	oral	1	Directed
170	#per35	#org25	oral	1	Directed
