	Source	Target	Via	Weight	Type
66	#per1563	#org25	oral	2	Directed
34	#per1700	#per1698	idea	2	Directed
163	#per14	#per19	oral	2	Directed
178	#org172	#per74	oral	1	Directed
134	#per14	#org8	oral	1	Directed
137	#per1666	#org133	oral	1	Directed
172	#per74	#per1636	oral	1	Directed
126	#per26	#org0	written	1	Directed
136	#org133	#per1666	oral	1	Directed
127	#per14	#per26	oral	1	Directed
135	#org8	#org70	oral	1	Directed
179	#per74	#org39	oral	1	Directed
139	#per71	#per1630	oral	1	Directed
130	#thin0	#thin0	oral	1	Directed
133	#per14	#org70	oral	1	Directed
128	#per1625	#per1713	written	1	Directed
132	#per70	#per1631	oral	1	Directed
2	#per13	#org144	idea	1	Directed
131	#per70	#per1632	oral	1	Directed
159	#per14	#per71	soCalled	1	Directed
22	#per1563	#per1563	oral	1	Directed
170	#per1636	#per1436	oral	1	Directed
6	#org144	#per1560	idea	1	Directed
10	#per1560	#per13	oral	1	Directed
162	#per71	#org0	oral	1	Directed
125	#per1563	#thin0	oral	1	Directed
11	#per13	#per1560	oral	1	Directed
150	#per71	#org39	soCalled	1	Directed
164	#per19	#per71	idea	1	Directed
147	#per1635	#org294	oral	1	Directed
165	#per19	#org144	oral	1	Directed
146	#per14	#per1630	oral	1	Directed
166	#per71	#per71	thought	1	Directed
18	#org192	#per1563	oral	1	Directed
5	#per13	#org144	oral	1	Directed
143	#per71	#org0	soCalled	1	Directed
19	#per1563	#org192	oral	1	Directed
144	#per71	#per1630	soCalled	1	Directed
35	#per1698	#per1700	oral	1	Directed
24	#per1694	#per1693	written	1	Directed
122	#per1627	#org0	oral	1	Directed
78	#org0	#per1705	oral	1	Directed
77	#per1700	#per1693	oral	1	Directed
76	#per1693	#per1700	oral	1	Directed
74	#org156	#org156	soCalled	1	Directed
73	#org15	#org24	oral	1	Directed
72	#org156	#org156	oral	1	Directed
70	#per1563	#org100	oral	1	Directed
68	#per14	#org25	oral	1	Directed
65	#per1693	#org0	oath	1	Directed
61	#per1563	#org24	oral	1	Directed
58	#per1563	#per1702	soCalled	1	Directed
55	#per1702	#per1702	thought	1	Directed
52	#org102	#per1702	oral	1	Directed
50	#per1563	#per1702	written	1	Directed
49	#per1693	#org0	oral	1	Directed
48	#per1705	#per1693	written	1	Directed
47	#per1705	#per1701	oral	1	Directed
46	#per1701	#per1705	oral	1	Directed
45	#per1704	#per1703	oral	1	Directed
44	#per1700	#per1698	oral	1	Directed
43	#per1698	#per1700	idea	1	Directed
42	#per1698	#org131	oral	1	Directed
41	#per1699	#per1698	oral	1	Directed
40	#per1699	#org131	oral	1	Directed
39	#per1701	#per1699	oral	1	Directed
80	#per1529	#per1563	idea	1	Directed
82	#per1705	#per1563	oral	1	Directed
84	#per1529	#per1705	idea	1	Directed
27	#org144	#per1693	oral	1	Directed
121	#per1668	#per1670	oral	1	Directed
119	#per1587	#org303	oral	1	Directed
118	#per1587	#org14	oral	1	Directed
117	#per1442	#per1587	oral	1	Directed
115	#org302	#per1587	oral	1	Directed
26	#per1693	#per1693	oral	1	Directed
112	#org144	#per1587	oral	1	Directed
111	#per1587	#org291	oral	1	Directed
110	#org291	#per1587	oral	1	Directed
109	#org291	#org291	oral	1	Directed
107	#org0	#org0	oral	1	Directed
105	#per1587	#org0	oral	1	Directed
85	#per1529	#per1705	oral	1	Directed
104	#per1510	#per1587	oral	1	Directed
103	#per1707	#org24	oral	1	Directed
102	#per14	#per642	oral	1	Directed
100	#per1693	#per1707	oral	1	Directed
99	#per1587	#per1693	oral	1	Directed
97	#org24	#per1587	idea	1	Directed
31	#org81	#org0	oral	1	Directed
89	#per1587	#org8	oral	1	Directed
88	#org8	#org24	oral	1	Directed
87	#per14	#per1587	idea	1	Directed
86	#org8	#per1587	idea	1	Directed
180	#per1353	#per1405	oral	1	Directed
